Programming,DataPer,Date
C#,7.32,2011/10/7
C#,8.21,2011/11/4
C#,8.76,2012-00-08
C#,8.65,2012/1/5
C#,8.24,2012/2/11
C#,7.35,2012/3/8
C#,6.82,2012/4/9
C#,7.03,2012/5/10
C#,6.67,2012/6/4
C#,6.59,2012/7/10
C#,6.6,2012/8/2
C#,6.53,2012/9/5
C#,5.59,2012/10/4
C#,5.55,2012/11/2
C#,6.2,2013-00-05
C#,6.68,2013/1/8
C#,6.6,2013/2/11
C#,6.15,2013/3/7
C#,6.12,2013/4/8
C#,5.78,2013/5/9
C#,6.21,2013/6/7
C#,6.21,2013/6/12
C#,6.12,2013/7/4
C#,5.56,2013/8/11
C#,5.72,2013/9/10
C#,6.02,2013/10/9
C#,5.62,2013/11/6
C#,5.85,2014-00-01
C#,6.45,2014/1/8
C#,5.57,2014/2/3
C#,4.82,2014/3/10
C#,3.75,2014/4/7
C#,3.94,2014/5/8
C#,4.05,2014/6/6
C#,3.41,2014/7/11
C#,4.35,2014/8/1
C#,4.75,2014/9/3
C#,4.98,2014/10/8
C#,4.33,2014/11/7
C#,5.05,2015-00-06
C#,5.74,2015/1/5
C#,4.92,2015/2/7
C#,4.95,2015/3/13
C#,5.26,2015/4/13
C#,5.06,2015/5/6
C#,5.65,2015/6/12
C#,4.84,2015/7/6
C#,4.91,2015/8/5
C#,4.82,2015/9/4
C#,4.32,2015/10/7
C#,4.11,2015/11/4
C#,4.71,2016-00-02
C#,4.4,2016/1/2
C#,4.27,2016/2/3
C#,3.8,2016/3/7
C#,4.48,2016/4/6
C#,3.79,2016/5/5
C#,3.92,2016/6/4
C#,4.91,2016/7/6
C#,5.49,2016/8/8
C#,4.37,2016/9/7
C#,3.66,2016/10/5
C#,3.17,2016/11/4
C#,4.04,2017-00-07
C#,4.9,2017/1/8
C#,4.41,2017/2/7
C#,3.58,2017/3/9
C#,3.46,2017/4/6
C#,3.53,2017/5/3
C#,3.52,2017/6/7
C#,4.2,2017/7/2
C#,4.78,2017/8/6
C#,3.86,2017/9/5
C#,3.01,2017/10/12
C#,2.82,2017/11/9
C#,3.75,2018-00-03
C#,4.45,2018/1/8
C#,5.07,2018/2/7
C#,5.27,2018/3/1
C#,4.4,2018/4/6
C#,4.31,2018/5/10
C#,3.79,2018/6/7
C#,3.54,2018/7/1
C#,3.3,2018/8/3
C#,3.49,2018/9/5
C#,3.95,2018/10/8
C#,3.45,2018/11/2
C#,3.28,2019-00-04
C#,2.85,2019/1/6
C#,3.27,2019/2/2
C#,3.52,2019/3/7
C#,3.98,2019/4/4
C#,4.48,2019/5/9
C#,4.36,2019/6/6
C#,3.84,2019/7/5
C#,3.4,2019/8/9
C#,3.86,2019/9/5
C#,4.32,2019/10/3
C#,4.8,2019/11/6
C#,5.35,2020-00-05
C#,5.93,2020/1/4
C#,5.32,2020/2/4
C#,4.74,2020/3/2
C#,4.29,2020/4/2
Visual Basic,0.33,2010/8/11
Visual Basic,0.33,2010/9/2
Visual Basic,0.32,2010/10/3
Visual Basic,0.26,2010/11/7
Visual Basic,0.26,2011-00-02
Visual Basic,0.59,2011/1/8
Visual Basic,0.56,2011/2/8
Visual Basic,0.34,2011/3/3
Visual Basic,0.48,2011/4/2
Visual Basic,0.43,2011/5/5
Visual Basic,0.43,2011/5/27
Visual Basic,0.48,2011/6/8
Visual Basic,0.46,2011/7/3
Visual Basic,0.31,2011/8/10
Visual Basic,0.48,2011/9/9
Visual Basic,0.53,2011/10/7
Visual Basic,0.36,2011/11/4
Visual Basic,0.48,2012-00-08
Visual Basic,0.8,2012/1/5
Visual Basic,0.78,2012/2/11
Visual Basic,0.98,2012/3/8
Visual Basic,1.27,2012/4/9
Visual Basic,1.22,2012/5/10
Visual Basic,0.92,2012/6/4
Visual Basic,0.88,2012/7/10
Visual Basic,0.84,2012/8/2
Visual Basic,0.6,2012/9/5
Visual Basic,0.77,2012/10/4
Visual Basic,0.89,2012/11/2
Visual Basic,1.04,2013-00-05
Visual Basic,1.01,2013/1/8
Visual Basic,0.89,2013/2/11
Visual Basic,1.1,2013/3/7
Visual Basic,1.13,2013/4/8
Visual Basic,1.07,2013/5/9
Visual Basic,1.25,2013/6/7
Visual Basic,1.25,2013/6/12
Visual Basic,1.32,2013/7/4
Visual Basic,1.84,2013/8/11
Visual Basic,1.93,2013/9/10
Visual Basic,1.97,2013/10/9
Visual Basic,1.69,2013/11/6
Visual Basic,1.56,2014-00-01
Visual Basic,1.8,2014/1/8
Visual Basic,1.86,2014/2/3
Visual Basic,1.75,2014/3/10
Visual Basic,1.26,2014/4/7
Visual Basic,1.91,2014/5/8
Visual Basic,1.49,2014/6/6
Visual Basic,1.31,2014/7/11
Visual Basic,1.53,2014/8/1
Visual Basic,1.75,2014/9/3
Visual Basic,2.06,2014/10/8
Visual Basic,2.23,2014/11/7
Visual Basic,1.07,2015-00-06
Visual Basic,2.03,2015/1/5
Visual Basic,2.33,2015/2/7
Visual Basic,2.13,2015/3/13
Visual Basic,2.97,2015/4/13
Visual Basic,3.17,2015/5/6
Visual Basic,2.42,2015/6/12
Visual Basic,2.71,2015/7/6
Visual Basic,2.06,2015/8/5
Visual Basic,2.46,2015/9/4
Visual Basic,2.22,2015/10/7
Visual Basic,2.39,2015/11/4
Visual Basic,2.58,2016-00-02
Visual Basic,2.45,2016/1/2
Visual Basic,2.56,2016/2/3
Visual Basic,2.27,2016/3/7
Visual Basic,2.32,2016/4/6
Visual Basic,2.35,2016/5/5
Visual Basic,2.52,2016/6/4
Visual Basic,2.52,2016/7/6
Visual Basic,2.34,2016/8/8
Visual Basic,2.66,2016/9/7
Visual Basic,3.17,2016/10/5
Visual Basic,3.3,2016/11/4
Visual Basic,2.96,2017-00-07
Visual Basic,2.82,2017/1/8
Visual Basic,3.17,2017/2/7
Visual Basic,3.25,2017/3/9
Visual Basic,3.39,2017/4/6
Visual Basic,3.11,2017/5/3
Visual Basic,3.05,2017/6/7
Visual Basic,2.57,2017/7/2
Visual Basic,1.98,2017/8/6
Visual Basic,2.74,2017/9/5
Visual Basic,2.91,2017/10/12
Visual Basic,2.47,2017/11/9
Visual Basic,3.26,2018-00-03
Visual Basic,4.07,2018/1/8
Visual Basic,4.08,2018/2/7
Visual Basic,4.95,2018/3/1
Visual Basic,4.12,2018/4/6
Visual Basic,3.76,2018/5/10
Visual Basic,4.25,2018/6/7
Visual Basic,4.76,2018/7/1
Visual Basic,5.31,2018/8/3
Visual Basic,5.88,2018/9/5
Visual Basic,6.49,2018/10/8
Visual Basic,7.13,2018/11/2
Visual Basic,6.46,2019-00-04
Visual Basic,7.09,2019/1/6
Visual Basic,6.43,2019/2/2
Visual Basic,5.8,2019/3/7
Visual Basic,5.19,2019/4/4
Visual Basic,4.62,2019/5/9
Visual Basic,4.21,2019/6/6
Visual Basic,3.69,2019/7/5
Visual Basic,3.29,2019/8/9
Visual Basic,3.74,2019/9/5
Visual Basic,4.23,2019/10/3
Visual Basic,4.74,2019/11/6
Visual Basic,5.29,2020-00-05
Visual Basic,5.86,2020/1/4
Visual Basic,5.26,2020/2/4
Visual Basic,4.72,2020/3/2
Visual Basic,4.18,2020/4/2
JavaScript,1.55,2001/5/30
JavaScript,1.72,2001/6/30
JavaScript,1.66,2001/7/30
JavaScript,1.63,2001/8/28
JavaScript,1.51,2001/9/26
JavaScript,1.47,2001/10/28
JavaScript,1.46,2001-11-31
JavaScript,2.73,2002-00-30
JavaScript,1.48,2002/1/27
JavaScript,1.47,2002-02-29
JavaScript,1.37,2002/3/29
JavaScript,1.36,2002/4/29
JavaScript,1.43,2002/5/29
JavaScript,1.15,2002-06-31
JavaScript,2.02,2002/7/29
JavaScript,1.91,2002/8/29
JavaScript,1.98,2002/9/30
JavaScript,2.49,2002/10/29
JavaScript,2.42,2002-11-31
JavaScript,2.92,2003-00-31
JavaScript,2.81,2003/1/28
JavaScript,2.63,2003-02-31
JavaScript,3.26,2003/3/30
JavaScript,1.72,2003/4/30
JavaScript,1.69,2003/5/30
JavaScript,1.79,2003-06-31
JavaScript,1.9,2003/7/31
JavaScript,1.66,2003/8/30
JavaScript,1.92,2003-09-31
JavaScript,1.74,2003/10/30
JavaScript,1.74,2003-11-31
JavaScript,2.14,2004-00-31
JavaScript,2.06,2004/1/29
JavaScript,1.78,2004-02-31
JavaScript,1.78,2004/3/30
JavaScript,1.45,2004/4/30
JavaScript,1.61,2004/5/30
JavaScript,1.68,2004-06-31
JavaScript,1.51,2004/7/30
JavaScript,1.27,2004/8/30
JavaScript,1.2,2004-09-31
JavaScript,1.59,2004/10/30
JavaScript,1.7,2004-11-31
JavaScript,1.78,2005-00-31
JavaScript,1.65,2005/1/28
JavaScript,1.64,2005-02-31
JavaScript,1.44,2005/3/30
JavaScript,1.39,2005-04-31
JavaScript,1.78,2005/5/30
JavaScript,1.92,2005-06-31
JavaScript,1.77,2005/7/31
JavaScript,2.04,2005/8/30
JavaScript,1.84,2005/11/3
JavaScript,1.54,2006-00-04
JavaScript,1.51,2006/1/2
JavaScript,1.73,2006/2/1
JavaScript,1.57,2006/3/2
JavaScript,2.19,2006/4/1
JavaScript,1.46,2006/5/1
JavaScript,2.11,2006/6/2
JavaScript,2.02,2006/7/2
JavaScript,2.44,2006/8/2
JavaScript,2.2,2006/9/1
JavaScript,2.31,2006/10/2
JavaScript,2.56,2006/11/1
JavaScript,2.84,2007-00-02
JavaScript,2.98,2007/1/3
JavaScript,3.49,2007/2/3
JavaScript,3.14,2007/3/1
JavaScript,3.07,2007/4/5
JavaScript,2.62,2007/5/2
JavaScript,2.51,2007/6/2
JavaScript,2.58,2007/7/5
JavaScript,2.72,2007/8/2
JavaScript,2.68,2007/9/4
JavaScript,2.93,2007/10/4
JavaScript,2.73,2007/11/3
JavaScript,3.2,2008-00-03
JavaScript,2.33,2008/1/7
JavaScript,2.93,2008/5/1
JavaScript,2.76,2008/6/2
JavaScript,2.89,2008/7/3
JavaScript,3.13,2008/8/3
JavaScript,2.67,2008/9/6
JavaScript,2.93,2008/10/2
JavaScript,2.97,2008/11/3
JavaScript,3.36,2009-00-02
JavaScript,3.54,2009/1/1
JavaScript,3.61,2009/2/5
JavaScript,3.68,2009/3/7
JavaScript,3.55,2009/4/1
JavaScript,4.02,2009/5/4
JavaScript,3.51,2009/6/2
JavaScript,2.81,2009/7/1
JavaScript,3,2009/8/5
JavaScript,3.03,2009/9/2
JavaScript,2.92,2009/10/2
JavaScript,3.51,2009/11/2
JavaScript,2.71,2010-00-05
JavaScript,2.64,2010/1/7
JavaScript,2.65,2010/2/7
JavaScript,2.47,2010/3/5
JavaScript,2.08,2010/4/15
JavaScript,2.43,2010/6/6
JavaScript,2.4,2010/6/30
JavaScript,1.66,2010/8/11
JavaScript,1.66,2010/9/2
JavaScript,1.66,2010/10/3
JavaScript,1.51,2010/11/7
JavaScript,1.59,2011-00-02
JavaScript,2.56,2011/1/8
JavaScript,1.87,2011/2/8
JavaScript,1.51,2011/3/3
JavaScript,1.39,2011/4/2
JavaScript,1.5,2011/5/5
JavaScript,1.5,2011/5/27
JavaScript,2.24,2011/6/8
JavaScript,1.56,2011/7/3
JavaScript,1.47,2011/8/10
JavaScript,2.19,2011/9/9
JavaScript,2.56,2011/10/7
JavaScript,2.2,2011/11/4
JavaScript,2.32,2012-00-08
JavaScript,2.46,2012/1/5
JavaScript,3.39,2012/2/11
JavaScript,2.88,2012/3/8
JavaScript,2.13,2012/4/9
JavaScript,1.47,2012/5/10
JavaScript,1.45,2012/6/4
JavaScript,1.37,2012/7/10
JavaScript,1.33,2012/8/2
JavaScript,1.26,2012/9/5
JavaScript,1.28,2012/10/4
JavaScript,1.32,2012/11/2
JavaScript,1.98,2013-00-05
JavaScript,1.42,2013/1/8
JavaScript,1.37,2013/2/11
JavaScript,1.51,2013/3/7
JavaScript,1.54,2013/4/8
JavaScript,1.65,2013/5/9
JavaScript,1.84,2013/6/7
JavaScript,1.84,2013/6/12
JavaScript,2.09,2013/7/4
JavaScript,2.01,2013/8/11
JavaScript,2.04,2013/9/10
JavaScript,2.05,2013/10/9
JavaScript,1.85,2013/11/6
JavaScript,1.58,2014-00-01
JavaScript,1.93,2014/1/8
JavaScript,1.9,2014/2/3
JavaScript,1.75,2014/3/10
JavaScript,1.79,2014/4/7
JavaScript,2,2014/5/8
JavaScript,1.81,2014/6/6
JavaScript,2.17,2014/7/11
JavaScript,2.45,2014/8/1
JavaScript,1.77,2014/9/3
JavaScript,2.09,2014/10/8
JavaScript,2.43,2014/11/7
JavaScript,3.27,2015-00-06
JavaScript,3.51,2015/1/5
JavaScript,3.63,2015/2/7
JavaScript,3.3,2015/3/13
JavaScript,3.13,2015/4/13
JavaScript,2.3,2015/5/6
JavaScript,2.19,2015/6/12
JavaScript,2.16,2015/7/6
JavaScript,2.34,2015/8/5
JavaScript,2.29,2015/9/4
JavaScript,2.47,2015/10/7
JavaScript,2.36,2015/11/4
JavaScript,2.57,2016-00-02
JavaScript,2.2,2016/1/2
JavaScript,2.33,2016/2/3
JavaScript,2.57,2016/3/7
JavaScript,2.34,2016/4/6
JavaScript,2.58,2016/5/5
JavaScript,2.64,2016/6/4
JavaScript,2.71,2016/7/6
JavaScript,2.93,2016/8/8
JavaScript,2.75,2016/9/7
JavaScript,2.71,2016/10/5
JavaScript,2.86,2016/11/4
JavaScript,2.85,2017-00-07
JavaScript,2.87,2017/1/8
JavaScript,2.67,2017/2/7
JavaScript,2.85,2017/3/9
JavaScript,3.07,2017/4/6
JavaScript,3.02,2017/5/3
JavaScript,2.61,2017/6/7
JavaScript,2.1,2017/7/2
JavaScript,2.02,2017/8/6
JavaScript,3.01,2017/9/5
JavaScript,2.97,2017/10/12
JavaScript,2.47,2017/11/9
JavaScript,3.47,2018-00-03
JavaScript,3.16,2018/1/8
JavaScript,3.92,2018/2/7
JavaScript,3.49,2018/3/1
JavaScript,2.92,2018/4/6
JavaScript,2.5,2018/5/10
JavaScript,2.83,2018/6/7
JavaScript,2.41,2018/7/1
JavaScript,2.13,2018/8/3
JavaScript,2.28,2018/9/5
JavaScript,2.66,2018/10/8
JavaScript,3.06,2018/11/2
JavaScript,3.3,2019-00-04
JavaScript,2.85,2019/1/6
JavaScript,2.43,2019/2/2
JavaScript,2.51,2019/3/7
JavaScript,2.69,2019/4/4
JavaScript,2.72,2019/5/9
JavaScript,2.3,2019/6/6
JavaScript,2.26,2019/7/5
JavaScript,2.13,2019/8/9
JavaScript,2.08,2019/9/5
JavaScript,1.93,2019/10/3
JavaScript,2.09,2019/11/6
JavaScript,2.45,2020-00-05
JavaScript,2.06,2020/1/4
JavaScript,2.05,2020/2/4
JavaScript,2.38,2020/3/2
JavaScript,2.68,2020/4/2
PHP,1.9,2001/5/30
PHP,1.38,2001/6/30
PHP,1.55,2001/7/30
PHP,1.55,2001/8/28
PHP,1.78,2001/9/26
PHP,4.87,2001/10/28
PHP,7.27,2001-11-31
PHP,8.27,2002-00-30
PHP,7.44,2002/1/27
PHP,7.03,2002-02-29
PHP,5.05,2002/3/29
PHP,5.22,2002/4/29
PHP,5.18,2002/5/29
PHP,6.5,2002-06-31
PHP,5.35,2002/7/29
PHP,4.96,2002/8/29
PHP,5.28,2002/9/30
PHP,7.3,2002/10/29
PHP,7.61,2002-11-31
PHP,4.49,2003-00-31
PHP,4.01,2003/1/28
PHP,4.61,2003-02-31
PHP,4.53,2003/3/30
PHP,4.78,2003/4/30
PHP,3.83,2003/5/30
PHP,4.68,2003-06-31
PHP,5.44,2003/7/31
PHP,5.8,2003/8/30
PHP,3.57,2003-09-31
PHP,5.74,2003/10/30
PHP,6.31,2003-11-31
PHP,7.26,2004-00-31
PHP,7.63,2004/1/29
PHP,9.76,2004-02-31
PHP,7.17,2004/3/30
PHP,8.71,2004/4/30
PHP,10.32,2004/5/30
PHP,10.43,2004-06-31
PHP,8.23,2004/7/30
PHP,7.42,2004/8/30
PHP,7.59,2004-09-31
PHP,11.45,2004/10/30
PHP,9.48,2004-11-31
PHP,10.28,2005-00-31
PHP,9.41,2005/1/28
PHP,8.72,2005-02-31
PHP,9.2,2005/3/30
PHP,7.97,2005-04-31
PHP,9.17,2005/5/30
PHP,7.87,2005-06-31
PHP,8.89,2005/7/31
PHP,9.67,2005/8/30
PHP,9.63,2005/11/3
PHP,9.4,2006-00-04
PHP,8.92,2006/1/2
PHP,9.95,2006/2/1
PHP,10.88,2006/3/2
PHP,10.22,2006/4/1
PHP,9.59,2006/5/1
PHP,10.35,2006/6/2
PHP,9.64,2006/7/2
PHP,9.13,2006/8/2
PHP,9.86,2006/9/1
PHP,9.21,2006/10/2
PHP,8.54,2006/11/1
PHP,7.94,2007-00-02
PHP,8.85,2007/1/3
PHP,9.46,2007/2/3
PHP,8.64,2007/3/1
PHP,8.74,2007/4/5
PHP,8.87,2007/5/2
PHP,8.65,2007/6/2
PHP,9.7,2007/7/5
PHP,10.2,2007/8/2
PHP,9.5,2007/9/4
PHP,8.69,2007/10/4
PHP,8.39,2007/11/3
PHP,9.2,2008-00-03
PHP,9.89,2008/1/7
PHP,10.21,2008/5/1
PHP,9.52,2008/6/2
PHP,9.35,2008/7/3
PHP,9.24,2008/8/3
PHP,8.61,2008/9/6
PHP,8.94,2008/10/2
PHP,9.13,2008/11/3
PHP,8.88,2009-00-02
PHP,8.78,2009/1/1
PHP,9.48,2009/2/5
PHP,9.89,2009/3/7
PHP,9.92,2009/4/1
PHP,9.67,2009/5/4
PHP,9.27,2009/6/2
PHP,9.39,2009/7/1
PHP,10.16,2009/8/5
PHP,10.36,2009/9/2
PHP,10.18,2009/10/2
PHP,9.77,2009/11/2
PHP,10.07,2010-00-05
PHP,10,2010/1/7
PHP,9.91,2010/2/7
PHP,9.66,2010/3/5
PHP,9.07,2010/4/15
PHP,8.57,2010/6/6
PHP,9.18,2010/6/30
PHP,8.37,2010/8/11
PHP,8.32,2010/9/2
PHP,7.81,2010/10/3
PHP,7.51,2010/11/7
PHP,7.83,2011-00-02
PHP,6.97,2011/1/8
PHP,6.57,2011/2/8
PHP,6.58,2011/3/3
PHP,6.51,2011/4/2
PHP,6.6,2011/5/5
PHP,6.6,2011/5/27
PHP,6.18,2011/6/8
PHP,6.13,2011/7/3
PHP,6.6,2011/8/10
PHP,6.82,2011/9/9
PHP,6.1,2011/10/7
PHP,6,2011/11/4
PHP,5.7,2012-00-08
PHP,5.64,2012/1/5
PHP,5.55,2012/2/11
PHP,5.29,2012/3/8
PHP,5.71,2012/4/9
PHP,5.29,2012/5/10
PHP,5.01,2012/6/4
PHP,5.52,2012/7/10
PHP,5.61,2012/8/2
PHP,5.67,2012/9/5
PHP,5.73,2012/10/4
PHP,5.54,2012/11/2
PHP,5.55,2013-00-05
PHP,5.07,2013/1/8
PHP,4.81,2013/2/11
PHP,5.43,2013/3/7
PHP,5.78,2013/4/8
PHP,5.99,2013/5/9
PHP,7.19,2013/6/7
PHP,7.19,2013/6/12
PHP,6.69,2013/7/4
PHP,6.43,2013/8/11
PHP,6.09,2013/9/10
PHP,5.38,2013/10/9
PHP,5.28,2013/11/6
PHP,4.61,2014-00-01
PHP,4.22,2014/1/8
PHP,3.7,2014/2/3
PHP,2.77,2014/3/10
PHP,3.39,2014/4/7
PHP,2.85,2014/5/8
PHP,2.92,2014/6/6
PHP,2.86,2014/7/11
PHP,3.12,2014/8/1
PHP,2.94,2014/9/3
PHP,3.04,2014/10/8
PHP,2.75,2014/11/7
PHP,3.78,2015-00-06
PHP,3.17,2015/1/5
PHP,4,2015/2/7
PHP,3.01,2015/3/13
PHP,2.72,2015/4/13
PHP,2.87,2015/5/6
PHP,2.89,2015/6/12
PHP,2.73,2015/7/6
PHP,2.53,2015/8/5
PHP,2.56,2015/9/4
PHP,3.25,2015/10/7
PHP,2.79,2015/11/4
PHP,2.71,2016-00-02
PHP,2.77,2016/1/2
PHP,2.77,2016/2/3
PHP,2.99,2016/3/7
PHP,2.99,2016/4/6
PHP,3.23,2016/5/5
PHP,3.27,2016/6/4
PHP,3.17,2016/7/6
PHP,2.85,2016/8/8
PHP,2.74,2016/9/7
PHP,3.13,2016/10/5
PHP,2.92,2016/11/4
PHP,2.56,2017-00-07
PHP,3.07,2017/1/8
PHP,3.01,2017/2/7
PHP,3.38,2017/3/9
PHP,2.69,2017/4/6
PHP,2.77,2017/5/3
PHP,3.09,2017/6/7
PHP,2.29,2017/7/2
PHP,2.21,2017/8/6
PHP,2.79,2017/9/5
PHP,1.9,2017/10/12
PHP,1.59,2017/11/9
PHP,2.53,2018-00-03
PHP,3.42,2018/1/8
PHP,4.01,2018/2/7
PHP,4.22,2018/3/1
PHP,3.32,2018/4/6
PHP,2.88,2018/5/10
PHP,2.83,2018/6/7
PHP,2.93,2018/7/1
PHP,2.78,2018/8/3
PHP,2.79,2018/9/5
PHP,2.38,2018/10/8
PHP,2.44,2018/11/2
PHP,2.68,2019-00-04
PHP,2.27,2019/1/6
PHP,2.42,2019/2/2
PHP,2.24,2019/3/7
PHP,2.49,2019/4/4
PHP,2.57,2019/5/9
PHP,2.17,2019/6/6
PHP,2.08,2019/7/5
PHP,1.86,2019/8/9
PHP,1.91,2019/9/5
PHP,1.72,2019/10/3
PHP,2.05,2019/11/6
PHP,2.41,2020-00-05
PHP,2.02,2020/1/4
PHP,2.02,2020/2/4
PHP,2.37,2020/3/2
PHP,2.49,2020/4/2
SQL,2.96,2001/5/30
SQL,2.77,2001/6/30
SQL,2.38,2001/7/30
SQL,2.36,2001/8/28
SQL,2.24,2001/9/26
SQL,1.84,2001/10/28
SQL,1.87,2001-11-31
SQL,1.94,2002-00-30
SQL,2.09,2002/1/27
SQL,2.06,2002-02-29
SQL,2.33,2002/3/29
SQL,2.36,2002/4/29
SQL,2.53,2002/5/29
SQL,2.66,2002-06-31
SQL,2.65,2002/7/29
SQL,2.54,2002/8/29
SQL,2.64,2002/9/30
SQL,2.38,2002/10/29
SQL,2.52,2002-11-31
SQL,2.56,2003-00-31
SQL,2.51,2003/1/28
SQL,2.56,2003-02-31
SQL,2.65,2003/3/30
SQL,3.12,2003/4/30
SQL,3.04,2003/5/30
SQL,2.99,2003-06-31
SQL,3.24,2003/7/31
SQL,3.72,2003/8/30
SQL,3.7,2003-09-31
SQL,2.93,2003/10/30
SQL,3.1,2003-11-31
SQL,3.51,2004-00-31
SQL,3.1,2004/1/29
SQL,2.97,2004-02-31
SQL,2.44,2004/3/30
SQL,2.36,2018/1/8
SQL,2.69,2018/2/7
SQL,2.65,2018/3/1
SQL,1.99,2018/4/6
SQL,2.34,2018/5/10
SQL,2.33,2018/6/7
SQL,2.32,2018/7/1
SQL,2.06,2018/8/3
SQL,2.04,2018/9/5
SQL,1.84,2018/10/8
SQL,2.18,2018/11/2
SQL,2.28,2019-00-04
SQL,1.9,2019/1/6
SQL,1.93,2019/2/2
SQL,2.27,2019/3/7
SQL,2.56,2019/4/4
SQL,2.22,2019/5/9
SQL,1.98,2019/6/6
SQL,1.63,2019/7/5
SQL,1.94,2019/8/9
SQL,1.93,2019/9/5
SQL,1.69,2019/10/3
SQL,1.84,2019/11/6
SQL,1.5,2020-00-05
SQL,1.53,2020/1/4
SQL,1.83,2020/2/4
SQL,2.17,2020/3/2
SQL,2.09,2020/4/2
R,0.06,2007/4/5
R,0.07,2007/5/2
R,0.07,2007/6/2
R,0.06,2007/7/5
R,0.07,2007/8/2
R,0.07,2007/9/4
R,0.09,2007/10/4
R,0.09,2007/11/3
R,0.04,2008-00-03
R,0.06,2008/1/7
R,0.09,2008/5/1
R,0.08,2008/6/2
R,0.06,2008/7/3
R,0.07,2008/8/3
R,0.07,2008/9/6
R,0.08,2008/10/2
R,0.07,2008/11/3
R,0.07,2009-00-02
R,0.08,2009/1/1
R,0.08,2009/2/5
R,0.09,2009/3/7
R,0.1,2009/4/1
R,0.1,2009/5/4
R,0.1,2009/6/2
R,0.11,2009/7/1
R,0.09,2009/8/5
R,0.1,2009/9/2
R,0.1,2009/10/2
R,0.11,2009/11/2
R,0.1,2010-00-05
R,0.14,2010/1/7
R,0.15,2010/2/7
R,0.14,2010/3/5
R,0.2,2010/4/15
R,0.17,2010/6/6
R,0.18,2010/6/30
R,0.33,2010/8/11
R,0.36,2010/9/2
R,0.36,2010/10/3
R,0.54,2010/11/7
R,0.54,2011-00-02
R,0.56,2011/1/8
R,0.49,2011/2/8
R,0.42,2011/3/3
R,0.43,2011/4/2
R,0.37,2011/5/5
R,0.37,2011/5/27
R,0.36,2011/6/8
R,0.4,2011/7/3
R,0.39,2011/8/10
R,0.42,2011/9/9
R,0.5,2011/10/7
R,0.52,2011/11/4
R,0.6,2012-00-08
R,0.62,2012/1/5
R,0.5,2012/2/11
R,0.38,2012/3/8
R,0.38,2012/4/9
R,0.44,2012/5/10
R,0.44,2012/6/4
R,0.43,2012/7/10
R,0.44,2012/8/2
R,0.42,2012/9/5
R,0.42,2012/10/4
R,0.45,2012/11/2
R,0.44,2013-00-05
R,0.46,2013/1/8
R,0.53,2013/2/11
R,0.48,2013/3/7
R,0.54,2013/4/8
R,0.48,2013/5/9
R,0.51,2013/6/7
R,0.51,2013/6/12
R,0.39,2013/7/4
R,0.65,2013/8/11
R,0.55,2013/9/10
R,0.41,2013/10/9
R,0.25,2013/11/6
R,0.25,2014-00-01
R,0.25,2014/1/8
R,0.23,2014/2/3
R,0.26,2014/3/10
R,0.38,2014/4/7
R,0.67,2014/5/8
R,0.41,2014/6/6
R,0.52,2014/7/11
R,0.8,2014/8/1
R,1.52,2014/9/3
R,1.55,2014/10/8
R,1.63,2014/11/7
R,1.04,2015-00-06
R,0.96,2015/1/5
R,0.95,2015/2/7
R,1.03,2015/3/13
R,1.44,2015/4/13
R,1.52,2015/5/6
R,1.23,2015/6/12
R,1.01,2015/7/6
R,1.04,2015/8/5
R,0.99,2015/9/4
R,1.01,2015/10/7
R,1.12,2015/11/4
R,1.05,2016-00-02
R,1.19,2016/1/2
R,1.29,2016/2/3
R,1.27,2016/3/7
R,1.33,2016/4/6
R,1.54,2016/5/5
R,1.51,2016/6/4
R,1.61,2016/7/6
R,1.68,2016/8/8
R,1.74,2016/9/7
R,1.72,2016/10/5
R,1.83,2016/11/4
R,1.79,2017-00-07
R,1.92,2017/1/8
R,2.02,2017/2/7
R,2.14,2017/3/9
R,2.19,2017/4/6
R,2.15,2017/5/3
R,2.11,2017/6/7
R,1.77,2017/7/2
R,1.82,2017/8/6
R,1.68,2017/9/5
R,1.6,2017/10/12
R,1.91,2017/11/9
R,2.55,2018-00-03
R,2.09,2018/1/8
R,1.13,2018/2/7
R,1.81,2018/3/1
R,1.18,2018/4/6
R,1.45,2018/5/10
R,1.15,2018/6/7
R,0.96,2018/7/1
R,1.02,2018/8/3
R,1.21,2018/9/5
R,1.41,2018/10/8
R,1.11,2018/11/2
R,1.33,2019-00-04
R,1.04,2019/1/6
R,1.28,2019/2/2
R,1.18,2019/3/7
R,0.95,2019/4/4
R,0.91,2019/5/9
R,0.84,2019/6/6
R,0.82,2019/7/5
R,1.05,2019/8/9
R,1.26,2019/9/5
R,0.98,2019/10/3
R,0.99,2019/11/6
R,0.81,2020-00-05
R,1.01,2020/1/4
R,1.26,2020/2/4
R,1.54,2020/3/2
R,1.85,2020/4/2
